tag,c_physics,n_points,MAE_all,MSE_all,RMSE_all,R2_all,MaxAbsError_all,RelL2_all,MAE_U_x,MSE_U_x,RMSE_U_x,R2_U_x,MaxAbsError_U_x,RelL2_U_x,MAE_U_y,MSE_U_y,RMSE_U_y,R2_U_y,MaxAbsError_U_y,RelL2_U_y,MAE_p,MSE_p,RMSE_p,R2_p,MaxAbsError_p,RelL2_p
cphys_0,0.0,901120,0.019927142778189785,0.0019899499087281725,0.044608854600047425,0.8043232848677659,0.8334189094603062,0.44213999555454686,0.029634371753096685,0.0038636147299466435,0.06215798202923454,0.7921059140174582,0.8334189094603062,0.45595403601993606,0.025020077692240232,0.0019836248001411255,0.044537902960749345,0.8238986217249872,0.5606310069561005,0.4196443438060351,0.005126978889232437,0.0001226101960967471,0.011072948843769987,0.7958379114003922,0.6012150347232819,0.4216672409599987
