tag,c_physics,n_points,MAE_all,MSE_all,RMSE_all,R2_all,MaxAbsError_all,RelL2_all,MAE_U_x,MSE_U_x,RMSE_U_x,R2_U_x,MaxAbsError_U_x,RelL2_U_x,MAE_U_y,MSE_U_y,RMSE_U_y,R2_U_y,MaxAbsError_U_y,RelL2_U_y,MAE_p,MSE_p,RMSE_p,R2_p,MaxAbsError_p,RelL2_p
cphys_0.01,0.01,901120,0.018651310683665573,0.0018556873595727687,0.043077689812393245,0.8175256546705318,0.8412449862807989,0.42696387864958646,0.02776636692034881,0.0036386593886525336,0.06032130128447606,0.8042103520461111,0.8412449862807989,0.4424812370146714,0.023635246343372825,0.0018107686373216646,0.042553127233161896,0.8392443708372544,0.5498096570372581,0.40094342049270343,0.004552318787275087,0.00011763405274410844,0.010845923323724378,0.8041238439931769,0.5991574227809906,0.4130219174769952
